date,infowars,axios,business insider,buzzfeed news,cnbc,cnn,economist,fox news,gizmodo,hyperallergic,mashable,new republic,new yorker,people,politico,refinery 29,reuters,tmz,techcrunch,the hill,the new york times,the verge,vice,vice news,vox,washington post,wired
2016-1,26.8656716418,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4267302630,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0159050330,0.0000000000,0.0000000000,0.2581998544,0.0424371931,0.0000000000,0.0000000000
2016-2,34.3283582090,0.0000000000,0.0346158377,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213171470,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0385083274,0.0000000000,0.0079525165,0.0000000000,0.0991770012,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-3,40.2985074627,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0764894251,0.0000000000,0.0736774052,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0198354002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-4,27.6119402985,0.0000000000,0.0000000000,0.0611258549,0.0084255671,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213171470,0.0000000000,0.0000000000,0.0000000000,0.0432561598,0.0540080504,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0159050330,0.0000000000,0.0396708005,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-5,29.8507462687,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1480394208,0.0213171470,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192513229,0.0238575496,0.0000000000,0.0198354002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-6,35.8208955224,0.0000000000,0.0000000000,0.0000000000,0.0084255671,0.0157214873,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0180026835,0.0000000000,0.0000000000,0.0385083274,0.0000000000,0.0079525165,0.0382666591,0.0793416010,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-7,41.0447761194,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5096317311,0.0000000000,0.0000000000,0.0000000000,0.0180026835,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0318100661,0.0000000000,0.0396708005,0.0000000000,0.0424371931,0.0000000000,0.0000000000
2016-8,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084255671,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213171470,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0079525165,0.0382666591,0.0198354002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2016-9,71.6417910448,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157214873,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146979464,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0238575496,0.0000000000,0.0198354002,0.0000000000,0.0424371931,0.0000000000,0.0000000000
2016-10,61.9402985075,0.0000000000,0.0000000000,0.0611258549,0.0084255671,0.0000000000,0.0000000000,0.0000000000,0.0736774052,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192513229,0.0159050330,0.1147999774,0.0595062007,0.0000000000,0.0848743861,0.0000000000,0.0000000000
2016-11,73.8805970149,0.0000000000,0.0000000000,0.0000000000,0.0252767013,0.0471644618,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0432561598,0.0000000000,0.0023879403,0.0000000000,0.0000000000,0.0192513229,0.0477150991,0.0000000000,0.0198354002,0.0000000000,0.5092463169,0.0000000000,0.0000000000
2016-12,74.6268656716,0.0000000000,0.0000000000,0.0000000000,0.0168511342,0.0314429745,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0865123196,0.0000000000,0.0023879403,0.0000000000,0.0000000000,0.0000000000,0.0079525165,0.0000000000,0.0595062007,0.0000000000,0.4243719307,0.0000000000,0.0000000000
2017-1,67.1641791045,0.0000000000,0.0000000000,0.0611258549,0.0421278355,0.0786074363,0.0000000000,0.0000000000,0.0736774052,0.0000000000,0.0000000000,0.1698772437,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0071638209,0.0000000000,0.0385083274,0.0288769843,0.0636201322,0.0000000000,0.0000000000,0.0000000000,0.0848743861,0.0000000000,0.0000000000
2017-2,30.5970149254,0.0000000000,0.0692316754,0.0611258549,0.0168511342,0.0314429745,0.0764894251,0.0000000000,0.0000000000,0.2960788415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0288769843,0.0159050330,0.0382666591,0.0198354002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
